amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age
828.22,8,Travel,0,0,49,1,53
6.12,3,Clothing,0,0,98,1,63
29.52,2,Grocery,0,0,26,2,36
243.1,18,Grocery,0,0,31,0,43
270.93,1,Electronics,0,0,44,3,57
6.92,12,Electronics,0,1,95,0,51
145.66,6,Clothing,0,0,29,1,26
2.66,12,Clothing,0,0,29,0,37
229.11,15,Travel,0,0,76,1,44
78.22,12,Clothing,0,0,36,1,46
78.94,22,Grocery,0,0,53,0,34
114.52,4,Clothing,0,0,66,0,64
0.67,2,Food,0,0,93,1,21
324.28,14,Clothing,0,0,69,1,37
168.53,6,Clothing,0,0,33,1,50
57.51,17,Clothing,0,1,54,0,45
62.99,23,Clothing,0,0,86,0,47
337.39,3,Food,0,0,53,1,42
136.51,4,Clothing,0,0,53,1,54
58.4,5,Clothing,0,0,50,2,36
57.13,8,Food,0,0,81,3,40
100.77,12,Grocery,0,0,90,5,39
27.25,18,Food,0,0,56,4,53
138.08,15,Travel,0,0,99,3,51
97.51,20,Grocery,0,0,95,1,18
45.71,23,Electronics,0,0,27,1,31
198.25,22,Travel,0,0,36,1,50
448.22,2,Grocery,0,0,27,2,33
63.19,11,Food,0,0,72,3,28
54.26,1,Food,0,0,60,2,69
52.78,11,Electronics,1,0,63,2,55
604.04,19,Grocery,0,0,94,5,54
476.17,1,Food,0,0,39,1,41
227.25,4,Grocery,0,0,65,2,24
517.44,22,Food,0,0,92,0,63
38.32,2,Food,0,0,95,1,49
78.86,15,Food,0,0,69,2,34
7.63,10,Grocery,0,0,99,3,21
265.54,19,Travel,0,0,72,0,68
235.42,4,Electronics,0,0,33,0,54
274.21,18,Travel,1,0,49,6,43
56.29,0,Food,0,0,57,0,39
16.54,7,Clothing,0,0,67,1,47
111.02,5,Clothing,0,0,43,6,57
163.35,2,Clothing,0,0,96,4,50
44.51,7,Clothing,0,0,25,1,24
107.06,2,Travel,0,0,27,2,65
14.24,18,Travel,0,0,56,4,65
26.5,2,Food,0,0,42,1,38
56.87,18,Food,0,0,68,1,43
24.32,15,Travel,0,0,26,1,64
177.43,18,Grocery,0,0,65,3,49
275.67,23,Clothing,0,0,52,4,51
29.29,10,Clothing,0,0,81,2,35
207.04,16,Grocery,0,0,70,2,24
47.92,4,Grocery,0,1,66,0,42
474.39,2,Food,0,0,27,3,30
532.36,9,Clothing,0,0,50,2,55
524.55,19,Travel,0,0,79,1,56
417.67,23,Food,0,0,41,2,66
103.28,6,Clothing,0,0,69,4,66
165.29,19,Food,0,0,37,2,37
398.68,12,Clothing,0,0,35,1,57
60.95,19,Clothing,0,1,64,2,46
72.68,3,Electronics,0,0,37,0,67
102.89,2,Travel,0,0,78,3,38
108.56,23,Travel,0,0,91,4,53
237.49,19,Travel,0,0,61,2,39
28.63,2,Travel,0,0,84,4,33
217.98,18,Electronics,0,0,28,2,54
36.11,16,Travel,0,0,40,4,28
268.08,3,Travel,0,0,40,2,34
52.99,12,Food,0,0,66,2,31
17.86,10,Clothing,0,0,49,0,40
104.75,3,Clothing,0,0,71,2,59
201.56,20,Clothing,0,0,30,0,26
79.93,20,Electronics,0,0,83,2,34
5.33,3,Grocery,0,0,89,4,41
61.72,23,Clothing,0,0,79,2,66
119.03,2,Grocery,0,0,28,5,18
73.6,22,Food,0,0,78,0,31
41.17,4,Grocery,0,0,65,0,27
228.51,6,Food,0,0,36,1,53
174.2,18,Food,1,0,43,0,24
258.3,17,Clothing,0,0,41,2,20
569.62,10,Electronics,0,0,63,2,67
627.85,16,Food,0,0,93,1,68
72.14,15,Grocery,0,0,47,3,20
263.93,5,Travel,0,0,57,3,35
254.17,6,Clothing,1,0,74,4,51
28.97,22,Travel,0,0,73,4,51
3.43,21,Grocery,0,0,56,1,58
695.22,10,Clothing,0,0,92,3,55
224.82,7,Travel,1,0,85,4,25
305.57,9,Electronics,0,0,72,2,25
108.93,19,Grocery,0,0,74,0,63
226.62,8,Clothing,0,0,64,1,65
16.5,12,Food,1,0,93,2,35
110.26,16,Grocery,0,0,46,2,19
14.05,7,Clothing,0,0,44,2,32
106.54,13,Clothing,0,0,52,0,42
45.75,15,Grocery,0,0,69,4,49
431.79,23,Travel,1,0,83,2,23
381.88,14,Food,0,0,69,0,53
86.1,4,Travel,0,0,55,2,38
122.01,18,Grocery,0,0,73,4,47
232.63,17,Travel,0,0,29,1,40
18.3,3,Electronics,0,0,75,2,61
43.62,17,Food,1,1,49,0,43
17.18,18,Travel,0,0,27,0,32
776.78,19,Electronics,1,0,76,2,51
81.06,6,Electronics,0,0,74,6,36
35.16,7,Food,0,0,92,2,69
18.51,20,Food,0,0,70,3,61
4.04,18,Clothing,1,0,43,0,41
130.05,3,Electronics,0,0,91,2,27
3.66,9,Grocery,0,0,98,1,19
71.9,4,Travel,0,0,64,3,60
36.96,3,Electronics,0,0,87,0,29
131.37,4,Food,0,0,43,2,52
410.79,6,Food,0,0,26,1,28
159.0,11,Travel,0,0,89,2,56
141.39,0,Food,0,0,49,5,34
278.28,16,Grocery,0,0,70,3,45
64.91,11,Electronics,0,0,92,2,64
292.46,20,Electronics,0,0,84,2,28
99.61,9,Food,1,0,81,2,32
186.83,13,Clothing,0,0,73,1,42
19.86,3,Travel,0,0,93,2,61
129.74,4,Electronics,0,0,75,4,33
116.62,0,Food,0,0,97,3,22
27.4,9,Food,0,0,67,5,28
79.01,23,Clothing,0,1,68,1,37
25.25,22,Clothing,0,0,25,3,50
393.77,8,Electronics,0,0,32,3,64
69.18,6,Clothing,0,1,85,1,42
73.41,12,Travel,0,1,38,2,34
800.09,14,Food,0,0,71,3,27
52.13,6,Electronics,0,0,38,3,34
9.04,10,Travel,0,0,81,0,56
235.13,10,Travel,0,0,48,0,25
123.96,1,Travel,0,1,57,2,24
96.55,6,Electronics,0,0,91,1,26
9.55,0,Electronics,0,0,96,1,23
198.57,1,Food,0,0,59,2,42
167.66,21,Food,0,0,51,3,20
108.41,15,Electronics,0,0,35,3,25
17.72,10,Grocery,0,0,70,1,61
35.52,8,Grocery,1,0,59,1,22
131.4,1,Travel,0,0,57,2,49
162.16,14,Grocery,0,0,97,1,42
52.57,3,Travel,0,0,81,5,21
41.34,8,Travel,0,0,90,1,56
6.59,21,Clothing,0,0,58,2,51
83.66,21,Travel,0,0,39,1,54
40.27,13,Food,1,1,31,1,57
158.2,18,Electronics,0,1,62,0,31
151.21,23,Clothing,0,0,40,2,63
230.82,21,Clothing,0,0,75,1,29
171.43,4,Travel,0,0,76,5,46
57.69,1,Travel,0,0,32,3,23
63.86,7,Clothing,0,0,35,0,52
169.54,18,Clothing,0,0,74,1,34
208.24,23,Food,0,0,77,2,53
306.13,13,Food,0,0,38,0,50
81.2,8,Food,0,0,71,1,46
137.08,19,Clothing,1,0,39,3,40
114.08,18,Electronics,0,1,27,2,20
219.19,6,Travel,0,0,49,2,26
40.29,2,Food,0,0,25,4,67
64.92,6,Grocery,0,0,99,2,26
180.99,22,Grocery,0,0,93,1,40
153.36,6,Electronics,0,0,62,2,30
364.86,18,Travel,0,0,67,2,52
320.57,14,Clothing,1,0,68,1,29
148.3,12,Clothing,0,0,29,1,50
154.66,4,Electronics,0,1,62,2,30
487.78,20,Travel,1,0,54,0,57
5.34,12,Clothing,0,0,56,3,58
59.61,11,Food,0,0,36,1,57
227.93,18,Travel,0,0,60,0,18
365.34,7,Grocery,0,0,77,1,68
177.06,6,Clothing,0,0,81,4,41
169.66,12,Grocery,0,0,32,2,59
102.71,18,Grocery,0,0,29,1,63
77.52,11,Clothing,0,0,92,2,39
3.83,10,Grocery,0,0,92,2,29
715.17,4,Food,0,0,38,3,32
26.9,20,Clothing,1,0,76,2,54
25.42,18,Grocery,0,0,68,2,41
12.42,9,Travel,0,0,58,2,44
376.86,7,Electronics,0,0,81,2,44
418.86,11,Travel,0,0,94,1,18
11.6,7,Food,1,0,49,2,46
314.99,0,Travel,0,0,69,0,56
282.28,19,Grocery,0,0,64,1,30
67.52,19,Food,1,0,34,2,26
352.2,7,Clothing,0,1,41,4,54
217.66,6,Clothing,0,0,29,2,20
160.98,4,Electronics,1,0,79,2,40
126.11,2,Electronics,0,0,32,0,64
89.59,7,Travel,0,0,55,3,45
228.3,1,Travel,0,0,72,0,52
105.67,15,Grocery,0,0,76,2,62
45.8,1,Electronics,1,0,80,2,63
258.73,21,Electronics,0,0,78,0,43
54.04,3,Clothing,0,0,45,3,68
17.77,16,Grocery,0,0,74,1,24
109.33,4,Travel,0,1,79,1,50
157.04,6,Electronics,0,0,39,1,51
380.43,3,Grocery,1,0,69,2,32
282.56,15,Food,0,0,90,1,56
209.05,17,Grocery,0,0,45,3,41
122.1,12,Grocery,0,0,26,4,33
84.3,0,Grocery,0,0,94,1,19
78.9,2,Clothing,0,0,63,2,49
521.21,14,Electronics,0,0,98,1,58
181.29,19,Grocery,0,0,69,0,40
103.94,21,Clothing,0,0,32,2,47
15.35,7,Clothing,0,0,72,3,28
140.27,19,Travel,0,0,70,4,22
411.88,22,Food,0,0,26,3,34
369.1,13,Grocery,0,0,85,4,41
46.41,5,Food,0,0,85,1,31
165.43,8,Grocery,0,0,80,0,21
90.45,14,Electronics,0,0,29,2,63
377.34,6,Clothing,0,0,73,3,18
9.28,22,Food,1,0,87,1,46
97.67,15,Clothing,0,0,58,0,49
605.76,18,Clothing,0,0,49,5,52
38.35,14,Clothing,0,0,27,2,56
376.2,10,Electronics,1,0,43,2,41
411.0,13,Food,0,0,55,1,49
108.99,3,Grocery,0,0,94,3,50
173.94,7,Clothing,0,1,91,2,58
6.44,9,Electronics,0,0,66,0,65
1025.08,23,Clothing,1,0,42,2,64
90.82,0,Food,0,0,88,4,35
73.19,22,Electronics,0,0,56,2,40
26.44,14,Food,0,0,31,2,33
140.24,3,Food,0,0,65,1,45
43.97,9,Food,0,0,63,1,21
84.7,12,Clothing,0,1,80,3,30
73.6,1,Electronics,0,1,98,0,69
71.43,4,Travel,0,0,83,1,52
14.09,8,Clothing,1,1,46,2,51
293.17,16,Clothing,0,1,70,0,22
9.98,21,Grocery,0,0,40,1,38
49.43,22,Travel,0,0,69,1,39
255.22,22,Electronics,0,0,75,4,30
274.1,4,Travel,0,0,71,2,47
480.82,21,Clothing,0,1,75,1,69
72.32,2,Clothing,0,0,37,1,55
154.86,14,Travel,0,0,85,1,22
96.86,14,Travel,0,0,81,2,44
101.66,14,Electronics,0,0,50,2,51
298.81,8,Food,1,0,55,2,30
68.24,1,Clothing,0,0,75,3,23
79.2,23,Grocery,0,0,83,2,59
134.93,6,Clothing,0,0,27,4,28
305.99,1,Travel,0,0,94,1,47
14.56,12,Grocery,0,0,97,0,37
40.24,2,Clothing,0,0,83,3,61
105.42,13,Food,0,0,56,3,29
144.54,19,Grocery,0,0,71,2,67
182.68,17,Electronics,1,0,39,0,51
137.21,7,Travel,0,0,63,0,21
100.05,8,Travel,0,0,88,1,38
274.89,11,Clothing,0,0,53,2,47
59.25,22,Food,0,0,35,2,60
1.96,10,Travel,0,0,75,2,68
69.07,3,Travel,0,0,54,1,41
87.39,19,Electronics,1,0,99,1,64
5.78,4,Electronics,1,0,45,3,46
46.68,20,Clothing,0,0,64,1,54
27.38,12,Travel,0,0,92,0,25
191.16,15,Clothing,0,0,85,3,28
162.63,6,Travel,0,0,37,5,49
56.81,11,Travel,0,0,78,0,37
252.3,4,Travel,0,0,31,1,57
366.61,12,Travel,1,0,99,0,34
187.24,8,Grocery,0,0,35,0,59
508.78,22,Electronics,0,0,50,2,50
27.09,11,Electronics,0,0,37,2,27
452.48,18,Clothing,0,0,39,3,32
13.56,23,Travel,0,0,75,3,31
3.7,11,Grocery,0,0,56,3,58
478.33,19,Food,0,1,41,1,27
48.1,16,Electronics,0,0,51,1,47
41.95,20,Clothing,0,0,51,4,30
15.25,2,Travel,0,0,86,2,61
24.88,6,Food,0,0,77,1,58
766.55,22,Travel,0,0,29,0,41
213.56,6,Clothing,0,0,90,1,68
24.51,13,Grocery,0,0,85,1,54
317.4,9,Clothing,0,0,48,3,61
82.51,13,Electronics,0,0,34,3,50
557.66,8,Grocery,0,0,57,0,60
66.36,5,Travel,0,0,54,6,32
28.18,17,Food,0,0,99,4,69
73.53,14,Grocery,0,0,25,5,31
141.4,15,Electronics,0,1,35,2,33
176.07,1,Travel,0,0,48,2,21
239.75,19,Food,0,0,34,0,49
72.97,4,Food,1,0,45,3,65
33.77,1,Travel,0,1,88,2,30
230.67,15,Electronics,0,0,29,5,20
122.91,22,Electronics,0,0,72,1,37
752.03,5,Food,0,0,71,1,31
69.82,16,Electronics,0,0,65,2,63
151.62,14,Grocery,0,0,45,2,60
1.96,14,Food,0,0,78,0,50
101.82,7,Food,0,0,88,4,54
100.41,20,Electronics,0,1,49,4,34
365.73,14,Travel,0,0,41,2,34
125.29,11,Clothing,0,0,59,1,18
45.55,10,Food,0,0,26,2,29
1.67,14,Grocery,0,0,31,3,55
203.49,14,Electronics,0,0,61,3,63
48.84,22,Electronics,0,0,35,1,61
5.94,13,Clothing,0,0,41,1,47
162.8,9,Electronics,0,0,50,3,27
98.47,3,Grocery,0,1,44,2,28
27.56,5,Clothing,0,0,94,2,51
4.64,19,Electronics,0,0,75,1,34
261.09,2,Electronics,0,0,65,1,61
52.21,11,Travel,0,0,64,2,31
111.26,19,Clothing,0,0,74,3,68
425.77,2,Food,0,0,42,4,22
34.86,10,Electronics,0,0,40,1,28
27.62,10,Grocery,0,0,65,6,32
47.36,1,Clothing,0,0,45,2,28
522.48,10,Electronics,0,0,97,2,55
323.74,17,Clothing,1,0,45,1,46
51.15,15,Grocery,0,0,38,3,45
204.27,3,Travel,1,0,80,0,18
548.04,1,Electronics,0,0,45,2,40
597.94,9,Travel,0,0,56,4,47
116.81,11,Travel,0,0,79,4,48
292.91,5,Electronics,0,0,73,5,29
42.8,15,Food,0,0,46,1,20
125.17,11,Food,0,0,77,2,58
313.47,20,Food,1,0,71,4,23
46.76,5,Travel,0,0,56,3,68
205.18,13,Grocery,0,1,41,2,55
87.09,9,Grocery,1,0,40,2,44
145.13,21,Grocery,0,0,57,1,47
105.05,7,Food,0,0,69,2,43
153.4,20,Grocery,0,0,59,1,33
13.15,5,Electronics,0,0,62,2,19
53.49,21,Food,1,0,50,6,62
454.34,21,Grocery,0,0,28,2,37
150.06,23,Travel,0,0,33,1,55
9.66,16,Electronics,0,0,98,0,21
128.48,11,Clothing,0,0,83,0,65
20.83,12,Clothing,0,0,79,5,35
76.42,5,Food,0,0,50,5,27
349.19,5,Electronics,0,0,69,2,29
1.56,22,Grocery,0,0,61,3,39
14.25,6,Electronics,1,0,94,1,31
136.26,0,Travel,0,0,52,2,28
77.43,1,Clothing,0,1,41,3,56
115.58,22,Food,0,0,97,0,27
45.74,22,Clothing,0,1,66,2,57
372.41,22,Food,0,0,40,4,19
162.06,10,Clothing,0,0,91,5,41
91.05,14,Food,0,0,52,5,45
172.0,2,Grocery,0,1,56,5,24
27.67,1,Clothing,0,0,36,1,45
87.88,1,Travel,0,0,63,4,53
198.77,10,Grocery,0,1,91,2,62
97.82,19,Travel,0,0,48,2,29
368.28,14,Electronics,0,0,52,2,44
200.59,23,Grocery,0,0,83,1,23
52.31,9,Travel,0,0,66,1,35
42.58,18,Food,0,0,42,1,58
48.96,20,Food,0,0,74,2,26
89.42,4,Grocery,1,0,58,3,20
81.77,16,Clothing,0,0,40,3,52
220.5,2,Food,0,0,48,5,48
93.03,2,Food,0,1,79,0,44
465.51,20,Grocery,0,0,71,5,28
122.55,6,Clothing,0,0,85,1,29
1097.38,21,Clothing,0,0,27,4,19
120.24,18,Travel,0,0,36,1,20
540.89,11,Electronics,0,0,92,4,18
44.32,16,Travel,0,0,38,1,64
22.64,9,Electronics,0,0,99,5,48
114.83,17,Travel,1,0,32,0,60
110.15,22,Travel,0,0,78,2,57
636.38,10,Clothing,0,0,97,4,37
69.61,0,Electronics,0,1,95,2,23
34.59,4,Grocery,0,0,52,2,65
37.14,13,Grocery,0,0,92,2,26
11.34,23,Clothing,0,0,96,1,32
176.39,14,Food,0,0,94,2,30
3.08,18,Electronics,0,0,98,2,57
14.9,22,Travel,0,0,32,3,54
300.7,23,Food,0,0,81,1,32
331.5,4,Food,0,0,95,5,26
50.52,9,Travel,0,0,45,3,36
112.34,4,Grocery,0,0,42,1,53
91.4,8,Food,0,0,89,2,54
104.61,8,Grocery,0,0,34,1,32
506.19,8,Electronics,0,0,45,4,48
186.12,5,Electronics,0,0,63,1,43
120.3,17,Grocery,0,0,69,3,22
100.7,2,Food,0,0,95,1,38
246.86,8,Food,0,0,90,2,32
186.56,22,Grocery,0,0,67,1,45
116.44,11,Food,0,1,65,1,29
254.24,5,Electronics,0,0,67,2,43
12.49,18,Clothing,0,1,74,1,49
123.6,19,Travel,1,1,83,1,32
950.41,1,Travel,0,1,70,2,60
1087.95,11,Electronics,0,0,52,1,66
264.15,13,Clothing,0,0,98,2,48
151.87,12,Travel,0,0,71,1,28
167.17,17,Grocery,0,0,98,5,22
494.62,7,Food,0,1,59,3,62
23.9,6,Electronics,0,0,70,1,67
37.96,21,Electronics,0,0,58,1,54
47.48,13,Grocery,0,0,99,1,54
212.49,15,Clothing,1,0,74,4,38
55.43,15,Food,0,0,65,1,22
78.2,3,Clothing,0,0,78,1,24
55.39,10,Travel,0,0,63,5,64
176.41,19,Grocery,0,0,80,4,68
199.1,0,Electronics,0,0,34,3,53
358.56,14,Food,0,0,37,1,50
85.25,18,Food,1,0,51,0,49
83.17,22,Electronics,1,0,58,2,54
7.13,11,Grocery,0,1,28,2,19
675.6,6,Electronics,0,0,56,2,68
46.49,4,Food,0,0,33,0,37
140.89,19,Food,0,0,56,1,18
74.1,16,Food,0,0,29,3,54
19.26,3,Electronics,0,0,75,2,26
206.89,22,Electronics,0,0,56,1,26
214.35,0,Grocery,0,0,50,1,64
544.43,11,Food,0,0,51,3,22
443.72,0,Food,0,1,40,1,67
60.77,3,Clothing,1,0,51,5,38
55.49,10,Travel,0,0,71,0,69
208.26,12,Travel,1,0,50,4,51
524.29,2,Electronics,0,0,93,0,64
355.49,18,Travel,0,0,78,3,26
142.92,12,Food,0,0,88,3,25
184.12,15,Clothing,0,0,89,2,60
15.05,21,Clothing,0,1,52,0,60
11.97,4,Food,0,0,65,3,62
346.3,5,Travel,0,0,71,2,33
6.15,2,Grocery,0,0,73,0,52
496.19,9,Food,0,0,36,0,47
24.2,17,Clothing,0,0,56,2,28
244.31,20,Food,0,0,28,2,23
30.3,3,Grocery,0,0,80,0,21
790.93,19,Electronics,0,0,94,4,49
147.68,19,Travel,0,0,35,1,52
152.42,1,Electronics,0,0,83,2,31
245.3,17,Food,0,0,93,1,46
39.41,9,Electronics,0,0,77,0,37
230.97,6,Food,0,0,52,1,46
982.29,23,Food,0,0,45,5,18
134.36,20,Travel,0,0,92,3,26
110.33,0,Clothing,0,0,64,0,64
104.76,8,Grocery,0,0,38,0,54
25.73,21,Travel,0,0,98,2,22
98.05,20,Travel,0,0,89,1,22
101.92,11,Grocery,0,0,38,2,52
74.03,12,Electronics,0,0,73,0,27
116.23,20,Grocery,0,0,48,1,27
140.28,16,Travel,0,0,49,4,45
13.41,2,Travel,0,0,96,2,35
94.81,9,Food,0,0,63,3,20
207.29,5,Food,0,0,50,1,54
296.56,11,Food,0,0,81,3,36
13.68,8,Travel,0,1,69,3,18
55.86,19,Food,0,0,84,1,65
2.09,11,Electronics,0,0,80,5,20
457.05,17,Clothing,0,0,56,2,40
639.75,17,Food,0,0,67,0,37
8.27,19,Grocery,1,0,84,3,58
235.42,21,Electronics,0,0,97,3,36
199.8,11,Clothing,0,0,35,4,27
140.3,12,Travel,1,0,40,1,65
4.11,4,Clothing,0,0,28,1,57
181.57,15,Travel,1,0,63,2,28
156.05,23,Travel,0,0,25,4,28
30.6,5,Clothing,0,0,45,4,18
81.54,19,Clothing,0,0,40,1,54
373.59,5,Food,0,0,91,2,59
84.84,4,Food,0,0,47,1,48
122.09,5,Electronics,0,0,85,0,30
22.83,7,Food,0,0,41,3,55
147.63,19,Electronics,0,1,73,5,32
105.25,2,Grocery,0,0,65,2,39
285.26,9,Food,1,0,25,0,49
409.52,14,Food,0,0,55,2,31
83.93,14,Grocery,0,0,83,1,59
650.67,12,Food,0,0,67,4,53
148.16,23,Grocery,0,0,29,2,44
163.73,20,Electronics,0,0,43,3,51
119.34,14,Electronics,0,0,82,2,51
79.94,21,Electronics,0,0,88,1,56
1.64,2,Grocery,0,0,66,0,33
315.97,5,Grocery,0,0,79,2,53
109.05,3,Grocery,0,0,97,3,19
356.21,12,Electronics,0,0,67,3,24
184.89,8,Travel,0,0,29,1,46
196.12,4,Travel,0,0,59,2,19
286.19,11,Clothing,0,0,30,1,65
46.29,5,Travel,0,0,82,1,50
243.61,11,Grocery,0,0,86,4,43
230.88,15,Clothing,0,0,66,1,31
46.13,9,Food,0,0,29,1,51
750.93,14,Clothing,0,0,42,0,30
1042.64,6,Food,0,0,92,1,45
888.87,1,Electronics,0,0,35,4,50
157.52,4,Clothing,0,0,73,2,61
8.43,20,Travel,0,0,73,3,40
244.48,22,Travel,0,0,32,1,34
26.18,2,Electronics,0,0,59,2,44
209.59,8,Grocery,0,0,68,2,24
257.64,0,Clothing,0,0,33,2,36
280.94,22,Travel,0,1,54,4,60
432.69,22,Food,0,0,30,4,30
64.05,13,Clothing,0,0,28,2,58
29.86,3,Travel,0,1,87,4,27
34.58,4,Food,1,1,38,2,37
815.36,10,Electronics,0,0,60,1,30
259.61,10,Electronics,0,0,46,2,52
201.92,11,Electronics,0,1,81,1,51
78.8,12,Electronics,0,0,33,3,44
87.93,11,Clothing,0,0,50,4,53
42.28,18,Grocery,0,0,39,1,57
45.48,17,Food,0,0,57,3,63
44.66,10,Food,0,0,39,1,55
87.64,17,Travel,0,0,71,4,48
11.41,21,Electronics,0,0,70,3,22
187.47,7,Food,0,0,95,1,67
123.75,17,Electronics,0,1,32,1,25
120.56,19,Travel,0,0,39,3,34
86.62,20,Travel,0,1,41,2,57
773.35,21,Food,0,0,31,0,62
185.79,0,Travel,0,0,72,4,68
352.6,10,Travel,0,0,39,5,26
245.69,4,Travel,0,0,54,4,37
101.18,15,Travel,0,0,77,4,67
659.69,12,Grocery,0,0,65,2,32
95.57,6,Food,0,0,29,7,65
211.98,12,Electronics,0,0,50,0,56
90.6,1,Grocery,1,0,44,1,56
9.61,22,Food,0,0,45,3,63
500.18,7,Grocery,0,0,86,1,36
309.31,15,Travel,0,0,42,3,54
6.31,9,Grocery,0,0,94,0,21
64.19,19,Travel,0,0,83,1,46
237.18,22,Grocery,0,0,57,3,21
691.36,3,Electronics,1,0,55,1,65
120.31,21,Grocery,0,0,76,3,28
235.17,8,Travel,0,0,58,1,63
155.39,18,Electronics,0,0,64,3,39
64.63,18,Electronics,0,0,77,1,26
58.91,17,Grocery,0,0,63,3,48
162.83,13,Clothing,0,0,28,2,20
9.62,3,Electronics,0,0,81,5,65
635.29,10,Clothing,0,0,59,0,22
489.35,1,Grocery,0,0,26,3,18
151.19,15,Grocery,1,0,97,5,29
73.23,19,Grocery,0,0,50,2,25
156.19,10,Grocery,0,0,92,1,18
40.43,11,Travel,1,0,38,5,32
215.02,5,Travel,0,0,92,0,48
394.37,15,Clothing,1,0,80,1,63
119.8,20,Food,0,0,58,4,24
317.62,10,Grocery,0,0,88,1,67
310.53,15,Food,0,0,63,4,41
381.28,17,Food,0,0,40,4,47
41.33,1,Clothing,0,0,79,3,66
297.27,20,Grocery,1,0,87,2,64
268.99,1,Electronics,0,0,63,4,67
45.07,16,Food,0,0,25,2,42
92.73,15,Clothing,1,1,26,3,69
80.87,22,Clothing,0,0,26,1,30
82.42,14,Grocery,0,0,67,2,23
79.63,6,Clothing,0,0,69,4,25
203.32,1,Clothing,0,0,45,2,32
163.89,14,Food,0,0,85,0,19
119.05,6,Grocery,0,0,85,1,56
25.14,11,Food,0,0,44,1,25
281.03,20,Clothing,0,0,31,4,25
41.29,19,Food,0,0,94,6,40
1.53,23,Electronics,0,0,49,1,62
239.92,20,Clothing,0,0,49,2,69
165.8,17,Clothing,0,0,91,1,55
55.32,6,Clothing,0,0,58,2,40
125.87,11,Clothing,0,0,98,2,37
474.53,8,Electronics,0,0,98,1,52
490.45,10,Travel,0,0,58,1,43
864.87,20,Grocery,0,0,87,2,50
125.93,0,Electronics,0,0,50,3,47
237.22,22,Clothing,0,0,81,0,63
85.96,2,Food,0,0,30,1,62
84.74,15,Clothing,0,0,69,1,59
73.22,5,Food,0,0,94,1,58
413.77,15,Grocery,0,0,68,3,32
70.8,8,Electronics,1,0,54,3,39
177.41,17,Food,0,0,28,3,27
50.53,3,Food,0,0,74,3,64
95.16,11,Grocery,0,0,91,4,30
54.16,7,Grocery,0,0,47,2,21
264.54,20,Travel,0,0,40,1,49
40.37,10,Electronics,0,0,91,2,24
32.78,20,Grocery,0,1,99,2,53
340.55,4,Travel,0,0,44,0,27
275.82,13,Electronics,0,0,89,0,66
84.15,12,Travel,0,0,89,0,24
351.57,0,Electronics,0,0,68,2,27
13.17,7,Travel,0,0,79,3,38
20.06,11,Food,0,0,95,2,38
43.24,23,Grocery,0,1,99,1,62
15.69,6,Clothing,0,0,77,1,26
58.82,16,Clothing,0,0,84,5,38
427.91,2,Grocery,0,0,34,1,21
6.89,23,Grocery,0,1,43,3,35
443.19,4,Food,0,0,80,1,31
291.76,10,Grocery,0,0,71,1,32
159.93,13,Food,0,0,60,1,41
121.31,1,Food,1,0,70,3,62
335.84,9,Grocery,0,0,71,2,68
328.74,7,Travel,0,0,52,1,63
36.56,18,Food,0,0,71,1,39
4.71,15,Electronics,0,0,74,4,50
13.5,6,Grocery,0,0,90,7,36
81.69,0,Food,0,0,48,2,39
397.17,5,Food,0,0,45,2,64
105.22,5,Food,0,0,80,1,45
30.37,8,Clothing,0,0,97,1,37
130.18,9,Travel,0,0,79,1,40
29.79,5,Travel,0,0,67,1,34
222.39,14,Travel,0,0,92,2,38
276.58,17,Grocery,0,0,55,2,40
42.46,1,Electronics,0,0,50,1,50
151.21,12,Electronics,0,0,97,2,22
428.71,18,Clothing,0,0,58,3,22
7.28,5,Food,0,0,65,1,24
147.73,23,Food,0,0,55,1,62
166.2,13,Clothing,0,0,41,5,33
91.11,16,Electronics,0,0,69,0,65
129.97,5,Clothing,0,0,46,1,18
310.51,7,Grocery,0,0,36,1,19
647.29,5,Clothing,0,0,64,2,55
179.41,6,Grocery,1,0,52,4,33
24.94,8,Food,0,0,72,1,34
136.85,18,Electronics,0,0,69,3,57
356.55,10,Grocery,0,0,73,3,21
92.51,5,Electronics,0,0,94,2,65
61.02,15,Electronics,0,1,54,2,44
134.91,9,Travel,0,0,60,0,42
94.86,20,Food,0,0,49,3,48
39.1,15,Travel,1,0,85,5,66
7.04,18,Clothing,0,0,76,2,67
125.56,22,Electronics,0,0,95,2,38
7.31,10,Clothing,0,0,28,1,34
89.9,21,Electronics,0,0,89,1,48
14.06,17,Clothing,0,0,82,3,34
126.87,0,Electronics,0,0,98,5,69
22.27,19,Electronics,0,1,97,3,57
78.88,5,Electronics,0,0,75,1,40
133.35,4,Grocery,0,0,93,4,37
14.27,7,Electronics,0,1,78,2,25
154.92,14,Travel,0,0,77,2,18
69.87,13,Food,0,1,41,3,40
179.64,5,Food,0,0,54,5,21
95.84,12,Grocery,0,0,77,0,62
213.83,7,Clothing,0,0,58,3,35
169.67,4,Food,0,0,97,0,18
140.08,17,Travel,0,0,57,1,25
101.57,13,Food,0,0,80,4,19
247.72,21,Food,0,0,48,5,25
169.49,13,Grocery,1,0,46,3,56
19.24,1,Travel,0,0,72,2,50
25.99,13,Grocery,1,0,42,3,65
